[07/11 09:10:06] detectron2 INFO: Rank of current process: 0. World size: 4
[07/11 09:10:06] detectron2 INFO: Full config saved to checkpoints/voc/ours/fsod3/10shot/seed1/config.yaml
[07/11 09:10:07] fvcore.common.checkpoint INFO: [Checkpointer] Loading from ./pretrain/R-101.pkl ...
[07/11 09:10:07] fvcore.common.checkpoint INFO: Reading a file from 'torchvision'
[07/11 09:10:14] detectron2 INFO: Loss: 0.0008
[07/11 09:10:14] detectron2 INFO: [CLS] Use dropout: p = 0.8
[07/11 09:10:14] detectron2 INFO: [Refine] n = 24, α = 0.1
[07/11 09:10:14] d2.data.build INFO: Removed 0 images with no usable annotations. 200 images left.
[07/11 09:10:14] d2.data.build INFO: Distribution of instances among all 20 categories:
[36m|  category   | #instances   |  category  | #instances   |  category   | #instances   |
|:-----------:|:-------------|:----------:|:-------------|:-----------:|:-------------|
|  aeroplane  | 10           |  bicycle   | 10           |    bird     | 10           |
|   bottle    | 10           |    bus     | 10           |     car     | 10           |
|    chair    | 10           |    cow     | 10           | diningtable | 10           |
|     dog     | 10           |   horse    | 10           |   person    | 10           |
| pottedplant | 10           |   train    | 10           |  tvmonitor  | 10           |
|    boat     | 10           |    cat     | 10           |  motorbike  | 10           |
|    sheep    | 10           |    sofa    | 10           |             |              |
|    total    | 200          |            |              |             |              |[0m
[07/11 09:10:14] d2.data.dataset_mapper INFO: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=..., max_size=1333, sample_style='choice'), RandomFlip()]
[07/11 09:10:14] d2.data.build INFO: Using training sampler TrainingSampler
[07/11 09:10:15] d2.data.common INFO: Serializing 200 elements to byte tensors and concatenating them all ...
[07/11 09:10:15] d2.data.common INFO: Serialized dataset takes 0.05 MiB
[07/11 09:10:15] fvcore.common.checkpoint INFO: [Checkpointer] Loading from checkpoints/voc/ours/base3/model_final-fsod.pth ...
[07/11 09:10:15] fvcore.common.checkpoint WARNING: Some model parameters or buffers are not found in the checkpoint:
[34mroi_heads.box_predictor.fc.weight[0m
[34mroi_heads.box_predictor.fsup[0m
[07/11 09:10:15] d2.engine.train_loop INFO: Starting training from iteration 0
[07/11 09:10:27] d2.utils.events INFO:  eta: 0:24:39  iter: 19  total_loss: 0.6423  loss_cls: 0.3552  loss_box_reg: 0.0714  loss_rpn_cls: 0.06763  loss_rpn_loc: 0.07992  time: 0.3718  data_time: 0.2305  lr: 0.0001  max_mem: 6611M
[07/11 09:10:34] d2.utils.events INFO:  eta: 0:23:57  iter: 39  total_loss: 0.4077  loss_cls: 0.1952  loss_box_reg: 0.07485  loss_rpn_cls: 0.06262  loss_rpn_loc: 0.07648  time: 0.3650  data_time: 0.0146  lr: 0.0001  max_mem: 6734M
[07/11 09:10:41] d2.utils.events INFO:  eta: 0:23:51  iter: 59  total_loss: 0.3721  loss_cls: 0.1572  loss_box_reg: 0.07024  loss_rpn_cls: 0.06377  loss_rpn_loc: 0.09629  time: 0.3644  data_time: 0.0151  lr: 0.0001  max_mem: 7046M
[07/11 09:10:48] d2.utils.events INFO:  eta: 0:23:37  iter: 79  total_loss: 0.362  loss_cls: 0.1484  loss_box_reg: 0.07255  loss_rpn_cls: 0.05956  loss_rpn_loc: 0.06918  time: 0.3631  data_time: 0.0143  lr: 0.0001  max_mem: 7046M
[07/11 09:10:56] d2.utils.events INFO:  eta: 0:23:29  iter: 99  total_loss: 0.3455  loss_cls: 0.1365  loss_box_reg: 0.06519  loss_rpn_cls: 0.05866  loss_rpn_loc: 0.08135  time: 0.3634  data_time: 0.0133  lr: 0.0001  max_mem: 7046M
[07/11 09:11:03] d2.utils.events INFO:  eta: 0:23:21  iter: 119  total_loss: 0.3289  loss_cls: 0.1271  loss_box_reg: 0.06452  loss_rpn_cls: 0.05907  loss_rpn_loc: 0.0813  time: 0.3616  data_time: 0.0141  lr: 0.0001  max_mem: 7046M
[07/11 09:11:10] d2.utils.events INFO:  eta: 0:23:16  iter: 139  total_loss: 0.3418  loss_cls: 0.1243  loss_box_reg: 0.07116  loss_rpn_cls: 0.04839  loss_rpn_loc: 0.08613  time: 0.3622  data_time: 0.0130  lr: 0.0001  max_mem: 7115M
[07/11 09:11:17] d2.utils.events INFO:  eta: 0:23:07  iter: 159  total_loss: 0.3171  loss_cls: 0.1158  loss_box_reg: 0.06529  loss_rpn_cls: 0.05185  loss_rpn_loc: 0.07572  time: 0.3617  data_time: 0.0154  lr: 0.0001  max_mem: 7115M
[07/11 09:11:24] d2.utils.events INFO:  eta: 0:22:59  iter: 179  total_loss: 0.3109  loss_cls: 0.111  loss_box_reg: 0.06163  loss_rpn_cls: 0.05769  loss_rpn_loc: 0.07862  time: 0.3616  data_time: 0.0140  lr: 0.0001  max_mem: 7115M
[07/11 09:11:31] d2.utils.events INFO:  eta: 0:22:52  iter: 199  total_loss: 0.3173  loss_cls: 0.1155  loss_box_reg: 0.06862  loss_rpn_cls: 0.04925  loss_rpn_loc: 0.073  time: 0.3610  data_time: 0.0144  lr: 0.0001  max_mem: 7531M
[07/11 09:11:39] d2.utils.events INFO:  eta: 0:22:44  iter: 219  total_loss: 0.3194  loss_cls: 0.1097  loss_box_reg: 0.0653  loss_rpn_cls: 0.04987  loss_rpn_loc: 0.09035  time: 0.3615  data_time: 0.0153  lr: 0.0001  max_mem: 7531M
