[07/11 16:09:41] detectron2 INFO: Rank of current process: 0. World size: 4
[07/11 16:09:41] detectron2 INFO: Full config saved to checkpoints/voc/ours/fsod2/10shot/seed6/config.yaml
[07/11 16:09:43] fvcore.common.checkpoint INFO: [Checkpointer] Loading from ./pretrain/R-101.pkl ...
[07/11 16:09:43] fvcore.common.checkpoint INFO: Reading a file from 'torchvision'
[07/11 16:09:53] detectron2 INFO: Loss: 0.0008
[07/11 16:09:53] detectron2 INFO: [CLS] Use dropout: p = 0.8
[07/11 16:09:53] detectron2 INFO: [Refine] n = 24, α = 0.1
[07/11 16:09:53] d2.data.build INFO: Removed 0 images with no usable annotations. 200 images left.
[07/11 16:09:53] d2.data.build INFO: Distribution of instances among all 20 categories:
[36m|  category  | #instances   |  category   | #instances   |  category   | #instances   |
|:----------:|:-------------|:-----------:|:-------------|:-----------:|:-------------|
|  bicycle   | 10           |    bird     | 10           |    boat     | 10           |
|    bus     | 10           |     car     | 10           |     cat     | 10           |
|   chair    | 10           | diningtable | 10           |     dog     | 10           |
| motorbike  | 10           |   person    | 10           | pottedplant | 10           |
|   sheep    | 10           |    train    | 10           |  tvmonitor  | 10           |
| aeroplane  | 10           |   bottle    | 10           |     cow     | 10           |
|   horse    | 10           |    sofa     | 10           |             |              |
|   total    | 200          |             |              |             |              |[0m
[07/11 16:09:53] d2.data.dataset_mapper INFO: [DatasetMapper] Augmentations used in training: [ResizeShortestEdge(short_edge_length=..., max_size=1333, sample_style='choice'), RandomFlip()]
[07/11 16:09:53] d2.data.build INFO: Using training sampler TrainingSampler
[07/11 16:09:54] d2.data.common INFO: Serializing 200 elements to byte tensors and concatenating them all ...
[07/11 16:09:54] d2.data.common INFO: Serialized dataset takes 0.05 MiB
[07/11 16:09:54] fvcore.common.checkpoint INFO: [Checkpointer] Loading from checkpoints/voc/ours/base2/model_final-fsod.pth ...
[07/11 16:09:54] fvcore.common.checkpoint WARNING: Some model parameters or buffers are not found in the checkpoint:
[34mroi_heads.box_predictor.fc.weight[0m
[34mroi_heads.box_predictor.fsup[0m
[07/11 16:09:54] d2.engine.train_loop INFO: Starting training from iteration 0
[07/11 16:10:07] d2.utils.events INFO:  eta: 0:26:59  iter: 19  total_loss: 0.5927  loss_cls: 0.3356  loss_box_reg: 0.06208  loss_rpn_cls: 0.07807  loss_rpn_loc: 0.08859  time: 0.4107  data_time: 0.2672  lr: 0.0001  max_mem: 6616M
[07/11 16:10:16] d2.utils.events INFO:  eta: 0:26:51  iter: 39  total_loss: 0.4014  loss_cls: 0.1588  loss_box_reg: 0.0615  loss_rpn_cls: 0.07607  loss_rpn_loc: 0.1004  time: 0.4090  data_time: 0.0147  lr: 0.0001  max_mem: 6819M
[07/11 16:10:24] d2.utils.events INFO:  eta: 0:26:40  iter: 59  total_loss: 0.3718  loss_cls: 0.1401  loss_box_reg: 0.06206  loss_rpn_cls: 0.07398  loss_rpn_loc: 0.09925  time: 0.4076  data_time: 0.0138  lr: 0.0001  max_mem: 7015M
[07/11 16:10:32] d2.utils.events INFO:  eta: 0:26:28  iter: 79  total_loss: 0.3557  loss_cls: 0.1308  loss_box_reg: 0.06295  loss_rpn_cls: 0.06527  loss_rpn_loc: 0.09451  time: 0.4076  data_time: 0.0130  lr: 0.0001  max_mem: 7015M
[07/11 16:10:40] d2.utils.events INFO:  eta: 0:26:03  iter: 99  total_loss: 0.3447  loss_cls: 0.1226  loss_box_reg: 0.05989  loss_rpn_cls: 0.0678  loss_rpn_loc: 0.08998  time: 0.4052  data_time: 0.0107  lr: 0.0001  max_mem: 7015M
[07/11 16:10:48] d2.utils.events INFO:  eta: 0:25:55  iter: 119  total_loss: 0.3284  loss_cls: 0.117  loss_box_reg: 0.06472  loss_rpn_cls: 0.0635  loss_rpn_loc: 0.08776  time: 0.4043  data_time: 0.0105  lr: 0.0001  max_mem: 7015M
[07/11 16:10:56] d2.utils.events INFO:  eta: 0:25:44  iter: 139  total_loss: 0.3178  loss_cls: 0.1129  loss_box_reg: 0.06394  loss_rpn_cls: 0.05705  loss_rpn_loc: 0.0731  time: 0.4040  data_time: 0.0120  lr: 0.0001  max_mem: 7015M
[07/11 16:11:04] d2.utils.events INFO:  eta: 0:25:39  iter: 159  total_loss: 0.3442  loss_cls: 0.1058  loss_box_reg: 0.06114  loss_rpn_cls: 0.06247  loss_rpn_loc: 0.1013  time: 0.4051  data_time: 0.0114  lr: 0.0001  max_mem: 7182M
[07/11 16:11:12] d2.utils.events INFO:  eta: 0:25:21  iter: 179  total_loss: 0.3042  loss_cls: 0.1067  loss_box_reg: 0.06367  loss_rpn_cls: 0.06169  loss_rpn_loc: 0.08345  time: 0.4034  data_time: 0.0125  lr: 0.0001  max_mem: 7182M
[07/11 16:11:20] d2.utils.events INFO:  eta: 0:25:13  iter: 199  total_loss: 0.3017  loss_cls: 0.1043  loss_box_reg: 0.06403  loss_rpn_cls: 0.05809  loss_rpn_loc: 0.08227  time: 0.4029  data_time: 0.0113  lr: 0.0001  max_mem: 7182M
[07/11 16:11:28] d2.utils.events INFO:  eta: 0:25:05  iter: 219  total_loss: 0.3108  loss_cls: 0.1009  loss_box_reg: 0.05844  loss_rpn_cls: 0.06444  loss_rpn_loc: 0.08415  time: 0.4026  data_time: 0.0118  lr: 0.0001  max_mem: 7182M
[07/11 16:11:36] d2.utils.events INFO:  eta: 0:24:55  iter: 239  total_loss: 0.3098  loss_cls: 0.1015  loss_box_reg: 0.06188  loss_rpn_cls: 0.05732  loss_rpn_loc: 0.07941  time: 0.4020  data_time: 0.0119  lr: 0.0001  max_mem: 7182M
[07/11 16:11:44] d2.utils.events INFO:  eta: 0:24:47  iter: 259  total_loss: 0.3153  loss_cls: 0.09605  loss_box_reg: 0.06169  loss_rpn_cls: 0.05982  loss_rpn_loc: 0.1004  time: 0.4018  data_time: 0.0121  lr: 0.0001  max_mem: 7182M
[07/11 16:11:52] d2.utils.events INFO:  eta: 0:24:35  iter: 279  total_loss: 0.2764  loss_cls: 0.09703  loss_box_reg: 0.05462  loss_rpn_cls: 0.05032  loss_rpn_loc: 0.07581  time: 0.4006  data_time: 0.0143  lr: 0.0001  max_mem: 7182M
[07/11 16:12:00] d2.utils.events INFO:  eta: 0:24:28  iter: 299  total_loss: 0.3041  loss_cls: 0.09498  loss_box_reg: 0.05876  loss_rpn_cls: 0.05858  loss_rpn_loc: 0.08506  time: 0.4012  data_time: 0.0120  lr: 0.0001  max_mem: 7182M
[07/11 16:12:09] d2.utils.events INFO:  eta: 0:24:19  iter: 319  total_loss: 0.2866  loss_cls: 0.09556  loss_box_reg: 0.05718  loss_rpn_cls: 0.0572  loss_rpn_loc: 0.08235  time: 0.4005  data_time: 0.0113  lr: 0.0001  max_mem: 7263M
[07/11 16:12:17] d2.utils.events INFO:  eta: 0:24:13  iter: 339  total_loss: 0.2989  loss_cls: 0.08825  loss_box_reg: 0.05904  loss_rpn_cls: 0.05494  loss_rpn_loc: 0.08498  time: 0.4007  data_time: 0.0137  lr: 0.0001  max_mem: 7263M
[07/11 16:12:25] d2.utils.events INFO:  eta: 0:24:03  iter: 359  total_loss: 0.2878  loss_cls: 0.0889  loss_box_reg: 0.05748  loss_rpn_cls: 0.052  loss_rpn_loc: 0.07007  time: 0.4001  data_time: 0.0104  lr: 0.0001  max_mem: 7263M
[07/11 16:12:33] d2.utils.events INFO:  eta: 0:23:55  iter: 379  total_loss: 0.2874  loss_cls: 0.09315  loss_box_reg: 0.05586  loss_rpn_cls: 0.05314  loss_rpn_loc: 0.08073  time: 0.4001  data_time: 0.0119  lr: 0.0001  max_mem: 7263M
[07/11 16:12:41] d2.utils.events INFO:  eta: 0:23:48  iter: 399  total_loss: 0.2834  loss_cls: 0.08914  loss_box_reg: 0.05717  loss_rpn_cls: 0.05741  loss_rpn_loc: 0.08528  time: 0.4001  data_time: 0.0109  lr: 0.0001  max_mem: 7263M
[07/11 16:12:49] d2.utils.events INFO:  eta: 0:23:40  iter: 419  total_loss: 0.288  loss_cls: 0.08715  loss_box_reg: 0.05503  loss_rpn_cls: 0.05525  loss_rpn_loc: 0.07802  time: 0.3999  data_time: 0.0129  lr: 0.0001  max_mem: 7263M
[07/11 16:12:58] d2.utils.events INFO:  eta: 0:23:33  iter: 439  total_loss: 0.2797  loss_cls: 0.08594  loss_box_reg: 0.05652  loss_rpn_cls: 0.0509  loss_rpn_loc: 0.08265  time: 0.3998  data_time: 0.0129  lr: 0.0001  max_mem: 7263M
[07/11 16:13:05] d2.utils.events INFO:  eta: 0:23:25  iter: 459  total_loss: 0.2723  loss_cls: 0.08632  loss_box_reg: 0.05544  loss_rpn_cls: 0.04978  loss_rpn_loc: 0.07823  time: 0.3994  data_time: 0.0125  lr: 0.0001  max_mem: 7263M
[07/11 16:13:13] d2.utils.events INFO:  eta: 0:23:15  iter: 479  total_loss: 0.2594  loss_cls: 0.09221  loss_box_reg: 0.0585  loss_rpn_cls: 0.05015  loss_rpn_loc: 0.06904  time: 0.3993  data_time: 0.0120  lr: 0.0001  max_mem: 7263M
[07/11 16:13:22] d2.utils.events INFO:  eta: 0:23:07  iter: 499  total_loss: 0.2861  loss_cls: 0.08489  loss_box_reg: 0.05502  loss_rpn_cls: 0.05241  loss_rpn_loc: 0.09413  time: 0.3994  data_time: 0.0128  lr: 0.0001  max_mem: 7263M
